,name,variety,description
459,Tamarack Cellars 2018 Pinot Gris (Columbia Valley (WA)),Columbia Valley (WA),"Pear and apple aromas are followed by full-bodied, textured, drawn out flavors. It's a spot-on example of the variety. Sean P. Sullivan"
460,I. Brand & Family 2018 Eden Rift Vineyard Pinot Gris (Cienega Valley),Pinot Gris,"With dynamic and complex expressions like this, it's a wonder why people started stripping the naturally pink hue that Pinot Gris provides. The pinkish orange wine delivers aromas of strawberry sorbet and rosebuds and then opens onto a palate of light raspberry and watermelon. There is ample tannic tension as well. Matt Kettmann"
461,DRNK 2018 Morning Sun Vineyard Pinot Gris (Bennett Valley),Pinot Gris,"Fermented in both amphora and neutral French oak, whole-cluster pressed, this is a light, balanced and floral white from the cool appellation, layered in medium-bodied flavors of green apple and apricot. It shines in lovely acidity and just enough weight. Virginie Boone"
462,Cardwell Hill 2018 Estate Bottled Pinot Gris (Willamette Valley),Pinot Gris,"Even with a price increase this remains a top tier, superb value in Oregon Pinot Gris. Rich, concentrated flavors of Meyer lemon, Honeycrisp apple and peaches with a splash of cream dive deep down through the palate. The intensity is further amped up by perfectly pitched acids, thanks to no malolactic fermentation. Paul Gregutt"
463,Lange 2018 Classique Pinot Gris (Willamette Valley),Pinot Gris,"This is a lovely, lively wine loaded with the flesh and skin of Anjou pear, plus green melon and apple. It's bracing and delicious, with freshness and a vivid, acid-driven mouthfeel. The fruits fairly burst in the mouth. Drink this beauty over the next two years. Paul Gregutt"
464,Authentique 2017 Leisure Skin Contact Pinot Gris (Eola-Amity Hills),Pinot Gris,"This delicious rosé is all Pinot Gris, fermented and aged in a mix of amphorae, concrete egg and neutral oak. Whether you consider it an unusually dark white wine, a rosé or an orange wine, it is undeniably delicious. A bright copper color, it's packed with bold flavors of orange and pear liqueur. Slightly oxidized and already a year older than most rosés, it will reward near-term drinking with floral-citrus aromas, lushly ripened fruit and a finishing hint of toast. Paul Gregutt"
465,Lumen 2017 Sierra Madre Vineyard Pinot Gris (Santa Maria Valley),Pinot Gris,"Aromas of peach, chamomile, lemongrass and wax make for a complex entry to this bottling. The palate combines lemon-spray and melon flavors, all wrapped in a sleek texture. Matt Kettmann"
466,Lange 2018 Reserve Pinot Gris (Willamette Valley),Pinot Gris,"The reserve is more serious than the Classique, with less front-loaded fruit and more details of citrus and mineral. Fermented in neutral puncheons and partially aged in concrete egg, it's juicy and tart, with more apple rind than flesh as the principal fruit. Paul Gregutt"
467,Sinor-LaVallee 2018 Pinot Gris (San Luis Obispo County),San Luis Obispo County,"Seared lime, melon rind and wet stone show on the nose of this bottling. There is refreshing crispness to the acid-driven palate, where limey flavors are wrapped in a chalky tension and finish with a hint of flint. Matt Kettmann"
468,Fullerton 2018 Three Otters Pinot Gris (Willamette Valley),Pinot Gris,"This aromatic wine entices with scents of graham cracker, honey and beeswax. Lovely in the mouth, it brings ripe apple, pear and highlights of clover and honeycomb. The length and texture are exceptional. Paul Gregutt"
469,Left Coast 2018 The Orchard Estate Pinot Gris (Willamette Valley),Pinot Gris,"This wine is replete with bright flavors of lemon, lime and grapefruit. Accents of spicy white pepper and citrus oil add texture and length. Paul Gregutt"
470,Navarro 2018 Pinot Gris (Anderson Valley),Anderson Valley,"Ripe and lively apple and pear flavors seem to light up this medium-bodied, fresh and well-balanced wine. It has a citrus tang supporting peach and crisp apple notes, and will be a perfect aperitif or pairing with seafood. Jim Gordon"
471,A to Z 2018 Pinot Gris (Oregon),Oregon,"This widely available wine offers immaculate fruit flavors of apple, pear and melon that carry through to the full-bodied palate. It shows impeccable balance from bright acidity and nice length. Paul Gregutt"
472,Alexana 2018 Terroir Series Pinot Gris (Willamette Valley),Pinot Gris,"A fruit-powered wine, this is loaded with apple, melon and pear, and dusted with a dash of white pepper. A suggestion of fresh tarragon adds depth, though taken as a whole it's a wide-open, generous wine that should be enjoyed over the next couple of years. Paul Gregutt"
473,Saint Gregory 2016 Pinot Gris (Mendocino County),Mendocino County,"This is an extra spicy, barrel-fermented and lees-aged wine that adds hints of ginger, butter and vanilla to the naturally fruity flavors of the grapes. Medium to full body and a rich creamy texture give it a mouthfilling presence. Jim Gordon"
474,Carlton Cellars 2018 Pinot Gris (Willamette Valley),Willamette Valley,"A light, clean, fresh wine, this opens with scents of calla lily, then brings light pear fruit flavors with a touch of almond. It's perfect as an accompaniment to light seafood dishes, with plenty of acid and a spicy kick to the finish. Paul Gregutt"
475,Château Bianca 2018 Pinot Gris (Van Duzer Corridor),Van Duzer Corridor,"A nice effort, fresh and leesy, this fills the palate with clean pear and apple fruit. It has nice texture as well, as the wine continues into a medium-long refreshing finish tinged with Mandarin orange and citrus rind. Paul Gregutt"
476,Terra d'Oro 2018 Pinot Grigio (Clarksburg),Clarksburg,"This wine smells gorgeously fruity, tastes ripe and pure like freshly cut apples and Bosc pears, and has a good crisp texture balanced by medium body. A touch of sweetness emerges on the finish. Jim Gordon"
477,Punt Road 2018 Airlie Bank Gris Fermented on Skins Pinot Gris (Yarra Valley),Pinot Gris,"This Pinot Gris remains on its skins for three months, resulting in a salmon hue. It bursts with aromas of cherry, blossoms, watermelon and fistfuls of fresh herbs. Crisp, tart and textured, this combination carries through to the finish. Christina Pickard"
478,Cloudveil 2018 Pinot Gris (Oregon),Oregon,"The aromas pop, with notes of kiwi, flowers and nectarine. Off-dry drinking kiwi and pineapple flavors follow, with enough acidity to stand it up straight. It's a sure-fire crowd-pleaser. Sean P. Sullivan"
479,Tamarack Cellars 2018 Pinot Gris (Columbia Valley (WA)),Columbia Valley (WA),"Pear and apple aromas are followed by full-bodied, textured, drawn out flavors. It's a spot-on example of the variety. Sean P. Sullivan"
480,I. Brand & Family 2018 Eden Rift Vineyard Pinot Gris (Cienega Valley),Pinot Gris,"With dynamic and complex expressions like this, it's a wonder why people started stripping the naturally pink hue that Pinot Gris provides. The pinkish orange wine delivers aromas of strawberry sorbet and rosebuds and then opens onto a palate of light raspberry and watermelon. There is ample tannic tension as well. Matt Kettmann"
481,DRNK 2018 Morning Sun Vineyard Pinot Gris (Bennett Valley),Pinot Gris,"Fermented in both amphora and neutral French oak, whole-cluster pressed, this is a light, balanced and floral white from the cool appellation, layered in medium-bodied flavors of green apple and apricot. It shines in lovely acidity and just enough weight. Virginie Boone"
482,Cardwell Hill 2018 Estate Bottled Pinot Gris (Willamette Valley),Pinot Gris,"Even with a price increase this remains a top tier, superb value in Oregon Pinot Gris. Rich, concentrated flavors of Meyer lemon, Honeycrisp apple and peaches with a splash of cream dive deep down through the palate. The intensity is further amped up by perfectly pitched acids, thanks to no malolactic fermentation. Paul Gregutt"
483,Lange 2018 Classique Pinot Gris (Willamette Valley),Pinot Gris,"This is a lovely, lively wine loaded with the flesh and skin of Anjou pear, plus green melon and apple. It's bracing and delicious, with freshness and a vivid, acid-driven mouthfeel. The fruits fairly burst in the mouth. Drink this beauty over the next two years. Paul Gregutt"
484,Authentique 2017 Leisure Skin Contact Pinot Gris (Eola-Amity Hills),Pinot Gris,"This delicious rosé is all Pinot Gris, fermented and aged in a mix of amphorae, concrete egg and neutral oak. Whether you consider it an unusually dark white wine, a rosé or an orange wine, it is undeniably delicious. A bright copper color, it's packed with bold flavors of orange and pear liqueur. Slightly oxidized and already a year older than most rosés, it will reward near-term drinking with floral-citrus aromas, lushly ripened fruit and a finishing hint of toast. Paul Gregutt"
485,Lumen 2017 Sierra Madre Vineyard Pinot Gris (Santa Maria Valley),Pinot Gris,"Aromas of peach, chamomile, lemongrass and wax make for a complex entry to this bottling. The palate combines lemon-spray and melon flavors, all wrapped in a sleek texture. Matt Kettmann"
486,Lange 2018 Reserve Pinot Gris (Willamette Valley),Pinot Gris,"The reserve is more serious than the Classique, with less front-loaded fruit and more details of citrus and mineral. Fermented in neutral puncheons and partially aged in concrete egg, it's juicy and tart, with more apple rind than flesh as the principal fruit. Paul Gregutt"
487,Sinor-LaVallee 2018 Pinot Gris (San Luis Obispo County),San Luis Obispo County,"Seared lime, melon rind and wet stone show on the nose of this bottling. There is refreshing crispness to the acid-driven palate, where limey flavors are wrapped in a chalky tension and finish with a hint of flint. Matt Kettmann"
488,Fullerton 2018 Three Otters Pinot Gris (Willamette Valley),Pinot Gris,"This aromatic wine entices with scents of graham cracker, honey and beeswax. Lovely in the mouth, it brings ripe apple, pear and highlights of clover and honeycomb. The length and texture are exceptional. Paul Gregutt"
489,Left Coast 2018 The Orchard Estate Pinot Gris (Willamette Valley),Pinot Gris,"This wine is replete with bright flavors of lemon, lime and grapefruit. Accents of spicy white pepper and citrus oil add texture and length. Paul Gregutt"
490,Navarro 2018 Pinot Gris (Anderson Valley),Anderson Valley,"Ripe and lively apple and pear flavors seem to light up this medium-bodied, fresh and well-balanced wine. It has a citrus tang supporting peach and crisp apple notes, and will be a perfect aperitif or pairing with seafood. Jim Gordon"
491,A to Z 2018 Pinot Gris (Oregon),Oregon,"This widely available wine offers immaculate fruit flavors of apple, pear and melon that carry through to the full-bodied palate. It shows impeccable balance from bright acidity and nice length. Paul Gregutt"
492,Alexana 2018 Terroir Series Pinot Gris (Willamette Valley),Pinot Gris,"A fruit-powered wine, this is loaded with apple, melon and pear, and dusted with a dash of white pepper. A suggestion of fresh tarragon adds depth, though taken as a whole it's a wide-open, generous wine that should be enjoyed over the next couple of years. Paul Gregutt"
493,Saint Gregory 2016 Pinot Gris (Mendocino County),Mendocino County,"This is an extra spicy, barrel-fermented and lees-aged wine that adds hints of ginger, butter and vanilla to the naturally fruity flavors of the grapes. Medium to full body and a rich creamy texture give it a mouthfilling presence. Jim Gordon"
494,Carlton Cellars 2018 Pinot Gris (Willamette Valley),Willamette Valley,"A light, clean, fresh wine, this opens with scents of calla lily, then brings light pear fruit flavors with a touch of almond. It's perfect as an accompaniment to light seafood dishes, with plenty of acid and a spicy kick to the finish. Paul Gregutt"
495,Château Bianca 2018 Pinot Gris (Van Duzer Corridor),Van Duzer Corridor,"A nice effort, fresh and leesy, this fills the palate with clean pear and apple fruit. It has nice texture as well, as the wine continues into a medium-long refreshing finish tinged with Mandarin orange and citrus rind. Paul Gregutt"
496,Terra d'Oro 2018 Pinot Grigio (Clarksburg),Clarksburg,"This wine smells gorgeously fruity, tastes ripe and pure like freshly cut apples and Bosc pears, and has a good crisp texture balanced by medium body. A touch of sweetness emerges on the finish. Jim Gordon"
497,Punt Road 2018 Airlie Bank Gris Fermented on Skins Pinot Gris (Yarra Valley),Pinot Gris,"This Pinot Gris remains on its skins for three months, resulting in a salmon hue. It bursts with aromas of cherry, blossoms, watermelon and fistfuls of fresh herbs. Crisp, tart and textured, this combination carries through to the finish. Christina Pickard"
498,Cloudveil 2018 Pinot Gris (Oregon),Oregon,"The aromas pop, with notes of kiwi, flowers and nectarine. Off-dry drinking kiwi and pineapple flavors follow, with enough acidity to stand it up straight. It's a sure-fire crowd-pleaser. Sean P. Sullivan"
499,Tamarack Cellars 2018 Pinot Gris (Columbia Valley (WA)),Columbia Valley (WA),"Pear and apple aromas are followed by full-bodied, textured, drawn out flavors. It's a spot-on example of the variety. Sean P. Sullivan"
500,I. Brand & Family 2018 Eden Rift Vineyard Pinot Gris (Cienega Valley),Pinot Gris,"With dynamic and complex expressions like this, it's a wonder why people started stripping the naturally pink hue that Pinot Gris provides. The pinkish orange wine delivers aromas of strawberry sorbet and rosebuds and then opens onto a palate of light raspberry and watermelon. There is ample tannic tension as well. Matt Kettmann"
501,DRNK 2018 Morning Sun Vineyard Pinot Gris (Bennett Valley),Pinot Gris,"Fermented in both amphora and neutral French oak, whole-cluster pressed, this is a light, balanced and floral white from the cool appellation, layered in medium-bodied flavors of green apple and apricot. It shines in lovely acidity and just enough weight. Virginie Boone"
502,Cardwell Hill 2018 Estate Bottled Pinot Gris (Willamette Valley),Pinot Gris,"Even with a price increase this remains a top tier, superb value in Oregon Pinot Gris. Rich, concentrated flavors of Meyer lemon, Honeycrisp apple and peaches with a splash of cream dive deep down through the palate. The intensity is further amped up by perfectly pitched acids, thanks to no malolactic fermentation. Paul Gregutt"
503,Lange 2018 Classique Pinot Gris (Willamette Valley),Pinot Gris,"This is a lovely, lively wine loaded with the flesh and skin of Anjou pear, plus green melon and apple. It's bracing and delicious, with freshness and a vivid, acid-driven mouthfeel. The fruits fairly burst in the mouth. Drink this beauty over the next two years. Paul Gregutt"
504,Authentique 2017 Leisure Skin Contact Pinot Gris (Eola-Amity Hills),Pinot Gris,"This delicious rosé is all Pinot Gris, fermented and aged in a mix of amphorae, concrete egg and neutral oak. Whether you consider it an unusually dark white wine, a rosé or an orange wine, it is undeniably delicious. A bright copper color, it's packed with bold flavors of orange and pear liqueur. Slightly oxidized and already a year older than most rosés, it will reward near-term drinking with floral-citrus aromas, lushly ripened fruit and a finishing hint of toast. Paul Gregutt"
505,Lumen 2017 Sierra Madre Vineyard Pinot Gris (Santa Maria Valley),Pinot Gris,"Aromas of peach, chamomile, lemongrass and wax make for a complex entry to this bottling. The palate combines lemon-spray and melon flavors, all wrapped in a sleek texture. Matt Kettmann"
506,Lange 2018 Reserve Pinot Gris (Willamette Valley),Pinot Gris,"The reserve is more serious than the Classique, with less front-loaded fruit and more details of citrus and mineral. Fermented in neutral puncheons and partially aged in concrete egg, it's juicy and tart, with more apple rind than flesh as the principal fruit. Paul Gregutt"
507,Sinor-LaVallee 2018 Pinot Gris (San Luis Obispo County),San Luis Obispo County,"Seared lime, melon rind and wet stone show on the nose of this bottling. There is refreshing crispness to the acid-driven palate, where limey flavors are wrapped in a chalky tension and finish with a hint of flint. Matt Kettmann"
508,Fullerton 2018 Three Otters Pinot Gris (Willamette Valley),Pinot Gris,"This aromatic wine entices with scents of graham cracker, honey and beeswax. Lovely in the mouth, it brings ripe apple, pear and highlights of clover and honeycomb. The length and texture are exceptional. Paul Gregutt"
509,Left Coast 2018 The Orchard Estate Pinot Gris (Willamette Valley),Pinot Gris,"This wine is replete with bright flavors of lemon, lime and grapefruit. Accents of spicy white pepper and citrus oil add texture and length. Paul Gregutt"
510,Navarro 2018 Pinot Gris (Anderson Valley),Anderson Valley,"Ripe and lively apple and pear flavors seem to light up this medium-bodied, fresh and well-balanced wine. It has a citrus tang supporting peach and crisp apple notes, and will be a perfect aperitif or pairing with seafood. Jim Gordon"
511,A to Z 2018 Pinot Gris (Oregon),Oregon,"This widely available wine offers immaculate fruit flavors of apple, pear and melon that carry through to the full-bodied palate. It shows impeccable balance from bright acidity and nice length. Paul Gregutt"
512,Alexana 2018 Terroir Series Pinot Gris (Willamette Valley),Pinot Gris,"A fruit-powered wine, this is loaded with apple, melon and pear, and dusted with a dash of white pepper. A suggestion of fresh tarragon adds depth, though taken as a whole it's a wide-open, generous wine that should be enjoyed over the next couple of years. Paul Gregutt"
513,Saint Gregory 2016 Pinot Gris (Mendocino County),Mendocino County,"This is an extra spicy, barrel-fermented and lees-aged wine that adds hints of ginger, butter and vanilla to the naturally fruity flavors of the grapes. Medium to full body and a rich creamy texture give it a mouthfilling presence. Jim Gordon"
514,Carlton Cellars 2018 Pinot Gris (Willamette Valley),Willamette Valley,"A light, clean, fresh wine, this opens with scents of calla lily, then brings light pear fruit flavors with a touch of almond. It's perfect as an accompaniment to light seafood dishes, with plenty of acid and a spicy kick to the finish. Paul Gregutt"
515,Château Bianca 2018 Pinot Gris (Van Duzer Corridor),Van Duzer Corridor,"A nice effort, fresh and leesy, this fills the palate with clean pear and apple fruit. It has nice texture as well, as the wine continues into a medium-long refreshing finish tinged with Mandarin orange and citrus rind. Paul Gregutt"
516,Terra d'Oro 2018 Pinot Grigio (Clarksburg),Clarksburg,"This wine smells gorgeously fruity, tastes ripe and pure like freshly cut apples and Bosc pears, and has a good crisp texture balanced by medium body. A touch of sweetness emerges on the finish. Jim Gordon"
517,Punt Road 2018 Airlie Bank Gris Fermented on Skins Pinot Gris (Yarra Valley),Pinot Gris,"This Pinot Gris remains on its skins for three months, resulting in a salmon hue. It bursts with aromas of cherry, blossoms, watermelon and fistfuls of fresh herbs. Crisp, tart and textured, this combination carries through to the finish. Christina Pickard"
518,Cloudveil 2018 Pinot Gris (Oregon),Oregon,"The aromas pop, with notes of kiwi, flowers and nectarine. Off-dry drinking kiwi and pineapple flavors follow, with enough acidity to stand it up straight. It's a sure-fire crowd-pleaser. Sean P. Sullivan"
519,Tamarack Cellars 2018 Pinot Gris (Columbia Valley (WA)),Columbia Valley (WA),"Pear and apple aromas are followed by full-bodied, textured, drawn out flavors. It's a spot-on example of the variety. Sean P. Sullivan"
520,I. Brand & Family 2018 Eden Rift Vineyard Pinot Gris (Cienega Valley),Pinot Gris,"With dynamic and complex expressions like this, it's a wonder why people started stripping the naturally pink hue that Pinot Gris provides. The pinkish orange wine delivers aromas of strawberry sorbet and rosebuds and then opens onto a palate of light raspberry and watermelon. There is ample tannic tension as well. Matt Kettmann"
521,DRNK 2018 Morning Sun Vineyard Pinot Gris (Bennett Valley),Pinot Gris,"Fermented in both amphora and neutral French oak, whole-cluster pressed, this is a light, balanced and floral white from the cool appellation, layered in medium-bodied flavors of green apple and apricot. It shines in lovely acidity and just enough weight. Virginie Boone"
522,Cardwell Hill 2018 Estate Bottled Pinot Gris (Willamette Valley),Pinot Gris,"Even with a price increase this remains a top tier, superb value in Oregon Pinot Gris. Rich, concentrated flavors of Meyer lemon, Honeycrisp apple and peaches with a splash of cream dive deep down through the palate. The intensity is further amped up by perfectly pitched acids, thanks to no malolactic fermentation. Paul Gregutt"
523,Lange 2018 Classique Pinot Gris (Willamette Valley),Pinot Gris,"This is a lovely, lively wine loaded with the flesh and skin of Anjou pear, plus green melon and apple. It's bracing and delicious, with freshness and a vivid, acid-driven mouthfeel. The fruits fairly burst in the mouth. Drink this beauty over the next two years. Paul Gregutt"
524,Authentique 2017 Leisure Skin Contact Pinot Gris (Eola-Amity Hills),Pinot Gris,"This delicious rosé is all Pinot Gris, fermented and aged in a mix of amphorae, concrete egg and neutral oak. Whether you consider it an unusually dark white wine, a rosé or an orange wine, it is undeniably delicious. A bright copper color, it's packed with bold flavors of orange and pear liqueur. Slightly oxidized and already a year older than most rosés, it will reward near-term drinking with floral-citrus aromas, lushly ripened fruit and a finishing hint of toast. Paul Gregutt"
525,Lumen 2017 Sierra Madre Vineyard Pinot Gris (Santa Maria Valley),Pinot Gris,"Aromas of peach, chamomile, lemongrass and wax make for a complex entry to this bottling. The palate combines lemon-spray and melon flavors, all wrapped in a sleek texture. Matt Kettmann"
526,Lange 2018 Reserve Pinot Gris (Willamette Valley),Pinot Gris,"The reserve is more serious than the Classique, with less front-loaded fruit and more details of citrus and mineral. Fermented in neutral puncheons and partially aged in concrete egg, it's juicy and tart, with more apple rind than flesh as the principal fruit. Paul Gregutt"
527,Sinor-LaVallee 2018 Pinot Gris (San Luis Obispo County),San Luis Obispo County,"Seared lime, melon rind and wet stone show on the nose of this bottling. There is refreshing crispness to the acid-driven palate, where limey flavors are wrapped in a chalky tension and finish with a hint of flint. Matt Kettmann"
528,Fullerton 2018 Three Otters Pinot Gris (Willamette Valley),Pinot Gris,"This aromatic wine entices with scents of graham cracker, honey and beeswax. Lovely in the mouth, it brings ripe apple, pear and highlights of clover and honeycomb. The length and texture are exceptional. Paul Gregutt"
529,Left Coast 2018 The Orchard Estate Pinot Gris (Willamette Valley),Pinot Gris,"This wine is replete with bright flavors of lemon, lime and grapefruit. Accents of spicy white pepper and citrus oil add texture and length. Paul Gregutt"
530,Navarro 2018 Pinot Gris (Anderson Valley),Anderson Valley,"Ripe and lively apple and pear flavors seem to light up this medium-bodied, fresh and well-balanced wine. It has a citrus tang supporting peach and crisp apple notes, and will be a perfect aperitif or pairing with seafood. Jim Gordon"
531,A to Z 2018 Pinot Gris (Oregon),Oregon,"This widely available wine offers immaculate fruit flavors of apple, pear and melon that carry through to the full-bodied palate. It shows impeccable balance from bright acidity and nice length. Paul Gregutt"
532,Alexana 2018 Terroir Series Pinot Gris (Willamette Valley),Pinot Gris,"A fruit-powered wine, this is loaded with apple, melon and pear, and dusted with a dash of white pepper. A suggestion of fresh tarragon adds depth, though taken as a whole it's a wide-open, generous wine that should be enjoyed over the next couple of years. Paul Gregutt"
533,Saint Gregory 2016 Pinot Gris (Mendocino County),Mendocino County,"This is an extra spicy, barrel-fermented and lees-aged wine that adds hints of ginger, butter and vanilla to the naturally fruity flavors of the grapes. Medium to full body and a rich creamy texture give it a mouthfilling presence. Jim Gordon"
534,Carlton Cellars 2018 Pinot Gris (Willamette Valley),Willamette Valley,"A light, clean, fresh wine, this opens with scents of calla lily, then brings light pear fruit flavors with a touch of almond. It's perfect as an accompaniment to light seafood dishes, with plenty of acid and a spicy kick to the finish. Paul Gregutt"
535,Château Bianca 2018 Pinot Gris (Van Duzer Corridor),Van Duzer Corridor,"A nice effort, fresh and leesy, this fills the palate with clean pear and apple fruit. It has nice texture as well, as the wine continues into a medium-long refreshing finish tinged with Mandarin orange and citrus rind. Paul Gregutt"
536,Terra d'Oro 2018 Pinot Grigio (Clarksburg),Clarksburg,"This wine smells gorgeously fruity, tastes ripe and pure like freshly cut apples and Bosc pears, and has a good crisp texture balanced by medium body. A touch of sweetness emerges on the finish. Jim Gordon"
537,Punt Road 2018 Airlie Bank Gris Fermented on Skins Pinot Gris (Yarra Valley),Pinot Gris,"This Pinot Gris remains on its skins for three months, resulting in a salmon hue. It bursts with aromas of cherry, blossoms, watermelon and fistfuls of fresh herbs. Crisp, tart and textured, this combination carries through to the finish. Christina Pickard"
538,Cloudveil 2018 Pinot Gris (Oregon),Oregon,"The aromas pop, with notes of kiwi, flowers and nectarine. Off-dry drinking kiwi and pineapple flavors follow, with enough acidity to stand it up straight. It's a sure-fire crowd-pleaser. Sean P. Sullivan"
539,Tamarack Cellars 2018 Pinot Gris (Columbia Valley (WA)),Columbia Valley (WA),"Pear and apple aromas are followed by full-bodied, textured, drawn out flavors. It's a spot-on example of the variety. Sean P. Sullivan"
540,Kenzo Estate 2018 Asatsuyu Estate Bottled Sauvignon Blanc (Napa Valley),Sauvignon Blanc,"From consulting winemaker Heidi Barrett, this is a beautiful wine, which was given time in both stainless steel and French oak. Sublime elements of peach, lemon zest and stone highlight a voluptuously grippy and lush structure. Virginie Boone"
541,Joseph Phelps 2018 Estate Grown Sauvignon Blanc (St. Helena),Sauvignon Blanc,"This is outstanding white wine, entirely varietal and estate, aged in both new and old puncheons. Matchstick, flint and rounded acidity boost a midpalate of structure and complexity highlighted in white flower, lemon zest and Asian pear. Virginie Boone"
542,Andrew Rich 2018 Croft Vineyard Sauvignon Blanc (Willamette Valley),Sauvignon Blanc,"A sensational take on an emerging Oregon style for Sauvignon Blanc, this rich, vibrant and deep wine rocks the palate with citrus, white peach and pear skin flavors. It's clearly varietal without being grassy or overly herbaceous, and the acids have been rounded off with just enough fruit sweetness to cut out any bitter edges. Paul Gregutt"
543,Melrose 2018 Sauvignon Blanc (Umpqua Valley),Umpqua Valley,"A standout at Melrose, this is bursting with ripe grapefruit and a pungent, penetrating grassiness, often noted with this grape. It's much closer to New Zealand than to a Loire Valley style, with notes of lemongrass adding some spice. The length and overall power are impressive. Paul Gregutt"
544,Mirror 2018 Sauvignon Blanc (Rutherford),Rutherford,"Bright in lemon and wet stone, this white offers an impressive breadth of flavor and texture. The oak is well integrated, yielding a wine that is open to lasting refreshment. Virginie Boone"
545,Les Vignerons de Tutiac 2017 Origines Font Renard  (Blaye Côtes de Bordeaux),Sauvignon Blanc,"The Origines range from the Tutiac cooperative comes from the best parcels. This intense Sauvignon Blanc is richly textured but also fruity, with great swathes of lemon and green-apple flavors. Drink from 2020. Roger Voss"
546,Materra Cunat Family Vineyards 2018 Cunat Family Vineyards Sauvignon Blanc (Oak Knoll District),Sauvignon Blanc,"Grassy in gooseberry, lychee and fig, this is an appealingly herbal wine that shows great structure and complexity. The fruit is abundant in peach fuzz, melon and apricot laced in buzzy acidity. Virginie Boone"
547,Terra Valentine 2018 Kick Ranch Sauvignon Blanc (Fountaingrove District),Sauvignon Blanc,"Floral, flinty and well balanced, with nice structure, this is a well-made white brimming in apricot and lime whose label states stainless-steel fermentation was used. It shows classic flavor and fleshy texture with length and decent depth. Virginie Boone"
548,Kunde 2018 Magnolia Lane Estate Grown Sauvignon Blanc (Sonoma Valley),Sauvignon Blanc,"This white offers sharp, tangy flavors of grapefruit, green apple and lemon. Lively acidity keeps it fresh through the midpalate and long, lingering finish. Virginie Boone"
549,Nägelsförst 2017 Flugkünstler Ortenau Trocken Sauvignon Blanc (Baden),Sauvignon Blanc,"Invigorating notes of gooseberry and lime accent this zesty, pleasantly herbal Sauvignon Blanc. Dry and revitalizing in style, it offers pristine grapefruit and lime flavors and a fresh, grassy finish. Drink now–2021. Anna Lee C. Iijima"
550,Carlton Cellars 2017 Estate Sauvignon Blanc (Yamhill-Carlton),Sauvignon Blanc,"The winery's Sauvignon Blancs don't shy away from an emphasis on the grape's grassy character. This is a penetrating, focused wine, with lemongrass and green pineapple flavors again pushing the herbal, pungent notes forward. It's sourced from a single acre planted in 2008. Paul Gregutt"
551,Longboard 2018 Sauvignon Blanc (Russian River Valley),Russian River Valley,"This structured and demure white is juicy in pear and apple, with notes of vanilla and honey that add understated richness. With just a bite of weight, it refreshes in lengthy acidity. Virginie Boone"
552,José Pariente 2018 Sauvignon Blanc (Rueda),Rueda,"Sauvingon Blanc is the second grape in Rueda to Verdejo, but here's a good one for casual situations. A no-nonsense nose with white fruit scents and cactus notes leads to crispness on the tongue and flavors of stone fruits and passion fruit. A note of scallion spices up a citrusy finish. Michael Schachner"
553,Maison Bertrand Ravache 2018 Les Hauts de la Gaffelière Sélection d'Excellence  (Bordeaux Blanc),Sauvignon Blanc,"This soft, fruity wine is an attractive interpretation of Sauvignon Blanc, displaying ripe white fruits and a touch of citrus. The wine is attractive to drink now. Roger Voss"
554,Naia 2018 S-Naia Sauvignon Blanc (Rueda),Sauvignon Blanc,"Spicy green-fruit aromas are followed by a slightly oily-feeling palate braced by green-apple acidity. Stone fruit and passion fruit flavors are true to Sauvignon Blanc, while this is quick and spicy on the finish. Michael Schachner"
555,Cap Royal 2018  Bordeaux Blanc,Bordeaux Blanc,"An intensely herbal wine, this is crispness in a glass. Its tight acidity, zesty texture and great fruitiness are ready to drink now. Roger Voss"
556,Edna Valley Vineyard 2018 Sauvignon Blanc (California),California,"Mineral-laced aromas of flint, gravel and slate play loudly on the nose of this bottling. There is intense tension on the sip, which is also stony but layered with grapefruit pith and lemon spray. Slight effervescence remains in bottle. Matt Kettmann"
557,Patel 2016 Sauvignon Blanc (Napa Valley),Napa Valley,"Herbal and earthy, this white tastes of pea shoots, peach and flowers. It's textured and showing just a hint of oak. Rounded in richness, it finishes lush and tropical. Virginie Boone"
558,St. Supéry 2018 Dollarhide Estate Sauvignon Blanc (Napa Valley),Sauvignon Blanc,"Strong in dried herb, lemongrass and pea shoots, this is a robust, rounded and richly composed white from the estate vineyard, showy in oak, peach and green apple. Virginie Boone"
559,Danza del Sol 2018 Sauvignon Blanc (Temecula Valley),Temecula Valley,"Aromas of wet gravel, lemon peel, citrus pith and green pear show on the nose of this bottling. There is a pleasant stony quality to the sip, where red-apple, light nectarine and peach-blossom flavors converge. Matt Kettmann"
560,Kenzo Estate 2018 Asatsuyu Estate Bottled Sauvignon Blanc (Napa Valley),Sauvignon Blanc,"From consulting winemaker Heidi Barrett, this is a beautiful wine, which was given time in both stainless steel and French oak. Sublime elements of peach, lemon zest and stone highlight a voluptuously grippy and lush structure. Virginie Boone"
561,Joseph Phelps 2018 Estate Grown Sauvignon Blanc (St. Helena),Sauvignon Blanc,"This is outstanding white wine, entirely varietal and estate, aged in both new and old puncheons. Matchstick, flint and rounded acidity boost a midpalate of structure and complexity highlighted in white flower, lemon zest and Asian pear. Virginie Boone"
